Country Or Territory;NUTS2;NUTS3;Year;Air Pollutant;Health Risk Scenario;Population;Populated Area [km2];Air Pollution Average [ug/m3];Air Pollution Population Weighted Average [ug/m3]
Italy;ITF1;ITF12;2018;NO2;WHO_2021_AQG_Scen_Base;315328;1254;8.1;12.1
Italy;ITF1;ITF13;2018;NO2;WHO_2021_AQG_Scen_Base;334974;881;8.0;13.5
Italy;ITF1;ITF14;2018;NO2;WHO_2021_AQG_Scen_Base;399594;1632;7.6;10.9
Italy;ITF1;ITF11;2018;NO2;WHO_2021_AQG_Scen_Base;312283;1335;7.3;14.3
Italy;ITF1;ITF12;2018;O3;WHO_2021_AQG_Scen_Base;315328;1254;3870.2;3264.4
Italy;ITF1;ITF13;2018;O3;WHO_2021_AQG_Scen_Base;334974;881;3091.4;2399.0
Italy;ITF1;ITF14;2018;O3;WHO_2021_AQG_Scen_Base;399594;1632;3678.2;2763.1
Italy;ITF1;ITF11;2018;O3;WHO_2021_AQG_Scen_Base;312283;1335;4199.8;3350.6
Italy;ITF1;ITF12;2018;PM2.5;WHO_2021_AQG_Scen_Base;315328;1254;11.4;12.8
Italy;ITF1;ITF13;2018;PM2.5;WHO_2021_AQG_Scen_Base;334974;881;11.7;13.5
Italy;ITF1;ITF14;2018;PM2.5;WHO_2021_AQG_Scen_Base;399594;1632;11.0;12.3
Italy;ITF1;ITF11;2018;PM2.5;WHO_2021_AQG_Scen_Base;312283;1335;8.5;11.2
Italy;ITF1;ITF12;2019;O3;WHO_2021_AQG_Scen_Base;311850;1254;6889.8;6028.5
Italy;ITF1;ITF13;2019;O3;WHO_2021_AQG_Scen_Base;331279;881;7193.6;6208.6
Italy;ITF1;ITF14;2019;O3;WHO_2021_AQG_Scen_Base;395185;1632;7384.1;6297.1
Italy;ITF1;ITF11;2019;O3;WHO_2021_AQG_Scen_Base;308837;1335;8199.0;6561.6
Italy;ITF1;ITF12;2019;PM2.5;WHO_2021_AQG_Scen_Base;311850;1254;10.7;11.9
Italy;ITF1;ITF13;2019;PM2.5;WHO_2021_AQG_Scen_Base;331279;881;10.8;12.2
Italy;ITF1;ITF14;2019;PM2.5;WHO_2021_AQG_Scen_Base;395185;1632;10.5;11.6
Italy;ITF1;ITF11;2019;PM2.5;WHO_2021_AQG_Scen_Base;308837;1335;8.1;10.7
Portugal;PT15;PT150;2018;PM10;WHO_2021_AQG_Scen_Base;432992;2754;14.8;18.0
Portugal;PT15;PT150;2019;NO2;WHO_2021_AQG_Scen_Base;432386;2754;4.3;9.2
Portugal;PT15;PT150;2020;NO2;WHO_2021_AQG_Scen_Base;433198;2754;3.0;6.5
Portugal;PT15;PT150;2020;O3;WHO_2021_AQG_Scen_Base;433198;2754;5704.3;4930.9
Portugal;PT15;PT150;2020;PM10;WHO_2021_AQG_Scen_Base;433198;2754;12.3;14.8
France;FRF1;FRF11;2018;PM2.5;WHO_2021_AQG_Scen_Base;1137550;2613;10.6;12.3
France;FRF1;FRF12;2018;PM2.5;WHO_2021_AQG_Scen_Base;779148;2058;9.8;11.2
France;FRF1;FRF11;2020;NO2;WHO_2021_AQG_Scen_Base;1142538;2613;10.0;15.9
France;FRF1;FRF12;2020;NO2;WHO_2021_AQG_Scen_Base;782565;2058;9.1;14.4
France;FRF1;FRF11;2020;PM2.5;WHO_2021_AQG_Scen_Base;1142538;2613;8.2;9.7
France;FRF1;FRF12;2020;PM2.5;WHO_2021_AQG_Scen_Base;782565;2058;7.4;8.9
Spain;ES61;ES612;2019;NO2;WHO_2021_AQG_Scen_Base;1182090;746;9.2;14.6
Spain;ES61;ES613;2019;NO2;WHO_2021_AQG_Scen_Base;817580;721;8.4;14.4
Spain;ES61;ES614;2019;NO2;WHO_2021_AQG_Scen_Base;928085;1311;8.7;17.7
Spain;ES61;ES615;2019;NO2;WHO_2021_AQG_Scen_Base;526692;554;6.5;12.8
Spain;ES61;ES616;2019;NO2;WHO_2021_AQG_Scen_Base;680257;685;8.3;14.1
Spain;ES61;ES617;2019;NO2;WHO_2021_AQG_Scen_Base;1553455;1369;9.1;17.4
Spain;ES61;ES618;2019;NO2;WHO_2021_AQG_Scen_Base;1971283;888;11.1;17.3
Spain;ES61;ES611;2019;NO2;WHO_2021_AQG_Scen_Base;671520;1231;6.6;13.0
Spain;ES61;ES612;2019;O3;WHO_2021_AQG_Scen_Base;1182090;746;6401.9;6121.5
Spain;ES61;ES613;2019;O3;WHO_2021_AQG_Scen_Base;817580;721;7922.5;7696.4
Spain;ES61;ES614;2019;O3;WHO_2021_AQG_Scen_Base;928085;1311;8707.5;7980.2
Spain;ES61;ES611;2019;O3;WHO_2021_AQG_Scen_Base;671520;1231;9010.3;8455.8
Spain;ES61;ES615;2019;O3;WHO_2021_AQG_Scen_Base;526692;554;6739.4;6031.7
Spain;ES61;ES616;2019;O3;WHO_2021_AQG_Scen_Base;680257;685;8148.2;7942.3
Spain;ES61;ES617;2019;O3;WHO_2021_AQG_Scen_Base;1553455;1369;7723.5;7318.7
Spain;ES61;ES618;2019;O3;WHO_2021_AQG_Scen_Base;1971283;888;7117.6;6791.2
Spain;ES61;ES612;2020;O3;WHO_2021_AQG_Scen_Base;1192051;746;5960.7;5727.3
Spain;ES61;ES613;2020;O3;WHO_2021_AQG_Scen_Base;824470;721;6269.7;6216.7
Spain;ES61;ES614;2020;O3;WHO_2021_AQG_Scen_Base;935906;1311;6362.6;6072.4
Spain;ES61;ES615;2020;O3;WHO_2021_AQG_Scen_Base;531131;554;5738.2;5489.9
Spain;ES61;ES616;2020;O3;WHO_2021_AQG_Scen_Base;685989;685;6258.8;6308.7
Spain;ES61;ES617;2020;O3;WHO_2021_AQG_Scen_Base;1566545;1369;6479.9;6408.1
Spain;ES61;ES618;2020;O3;WHO_2021_AQG_Scen_Base;1987895;888;6056.4;6002.9
Spain;ES61;ES611;2020;O3;WHO_2021_AQG_Scen_Base;677178;1231;6636.8;6590.3
France;FRI1;FRI11;2018;NO2;WHO_2021_AQG_Scen_Base;431415;8275;4.0;6.7
France;FRI1;FRI15;2018;NO2;WHO_2021_AQG_Scen_Base;673524;5333;6.3;11.2
France;FRI1;FRI12;2018;NO2;WHO_2021_AQG_Scen_Base;1496924;6788;5.2;11.8
France;FRI1;FRI13;2018;NO2;WHO_2021_AQG_Scen_Base;398549;5463;4.6;7.9
France;FRI1;FRI14;2018;NO2;WHO_2021_AQG_Scen_Base;344306;4952;4.6;7.8
France;FRI1;FRI15;2018;O3;WHO_2021_AQG_Scen_Base;673524;5333;5001.3;4069.9
France;FRI1;FRI11;2018;O3;WHO_2021_AQG_Scen_Base;431415;8275;5581.8;5261.7
France;FRI1;FRI12;2018;O3;WHO_2021_AQG_Scen_Base;1496924;6788;5112.2;4699.3
France;FRI1;FRI13;2018;O3;WHO_2021_AQG_Scen_Base;398549;5463;5074.0;4533.4
France;FRI1;FRI14;2018;O3;WHO_2021_AQG_Scen_Base;344306;4952;5226.0;4903.5
France;FRI1;FRI11;2019;O3;WHO_2021_AQG_Scen_Base;432390;8275;5323.8;5137.4
France;FRI1;FRI12;2019;O3;WHO_2021_AQG_Scen_Base;1500306;6788;5173.0;4898.6
France;FRI1;FRI13;2019;O3;WHO_2021_AQG_Scen_Base;399449;5463;4956.7;4694.1
France;FRI1;FRI14;2019;O3;WHO_2021_AQG_Scen_Base;345083;4952;5738.6;5661.1
France;FRI1;FRI15;2019;O3;WHO_2021_AQG_Scen_Base;675046;5333;4842.9;4271.8
France;FRI1;FRI12;2020;O3;WHO_2021_AQG_Scen_Base;1503490;6788;3652.1;3509.7
France;FRI1;FRI13;2020;O3;WHO_2021_AQG_Scen_Base;400297;5463;3328.8;3233.2
France;FRI1;FRI14;2020;O3;WHO_2021_AQG_Scen_Base;345815;4952;3571.1;3492.9
France;FRI1;FRI15;2020;O3;WHO_2021_AQG_Scen_Base;676478;5333;3278.9;3110.4
France;FRI1;FRI11;2020;O3;WHO_2021_AQG_Scen_Base;433307;8275;3754.1;3670.8
France;FRI1;FRI12;2020;PM2.5;WHO_2021_AQG_Scen_Base;1503490;6788;6.9;8.5
France;FRI1;FRI13;2020;PM2.5;WHO_2021_AQG_Scen_Base;400297;5463;6.4;7.3
France;FRI1;FRI14;2020;PM2.5;WHO_2021_AQG_Scen_Base;345815;4952;6.6;7.5
France;FRI1;FRI11;2020;PM2.5;WHO_2021_AQG_Scen_Base;433307;8275;6.0;6.8
France;FRI1;FRI15;2020;PM2.5;WHO_2021_AQG_Scen_Base;676478;5333;6.4;7.4
Spain;ES24;ES241;2018;NO2;WHO_2021_AQG_Scen_Base;227004;1061;5.4;11.2
Spain;ES24;ES242;2018;NO2;WHO_2021_AQG_Scen_Base;143327;676;4.0;9.3
Spain;ES24;ES243;2018;NO2;WHO_2021_AQG_Scen_Base;984409;947;6.5;18.2
Spain;ES24;ES241;2018;PM10;WHO_2021_AQG_Scen_Base;227004;1061;11.1;14.5
Spain;ES24;ES242;2018;PM10;WHO_2021_AQG_Scen_Base;143327;676;9.6;12.6
Spain;ES24;ES243;2018;PM10;WHO_2021_AQG_Scen_Base;984409;947;13.1;18.4
Spain;ES24;ES241;2018;PM2.5;WHO_2021_AQG_Scen_Base;227004;1061;6.4;7.9
Spain;ES24;ES242;2018;PM2.5;WHO_2021_AQG_Scen_Base;143327;676;4.9;7.1
Spain;ES24;ES243;2018;PM2.5;WHO_2021_AQG_Scen_Base;984409;947;7.1;9.3
Spain;ES24;ES241;2019;NO2;WHO_2021_AQG_Scen_Base;228359;1061;5.0;11.8
Spain;ES24;ES242;2019;NO2;WHO_2021_AQG_Scen_Base;144182;676;3.7;8.8
Spain;ES24;ES243;2019;NO2;WHO_2021_AQG_Scen_Base;990287;947;6.6;18.5
Spain;ES24;ES243;2019;PM10;WHO_2021_AQG_Scen_Base;990287;948;13.4;15.9
Spain;ES24;ES241;2019;PM10;WHO_2021_AQG_Scen_Base;228359;1061;12.2;15.4
Spain;ES24;ES242;2019;PM10;WHO_2021_AQG_Scen_Base;144182;676;10.6;13.4
Spain;ES24;ES243;2019;PM2.5;WHO_2021_AQG_Scen_Base;990287;947;6.5;7.4
Spain;ES24;ES241;2019;PM2.5;WHO_2021_AQG_Scen_Base;228359;1061;6.3;8.2
Spain;ES24;ES242;2019;PM2.5;WHO_2021_AQG_Scen_Base;144182;676;5.3;7.3
Spain;ES24;ES243;2020;NO2;WHO_2021_AQG_Scen_Base;998632;947;6.3;15.7
Spain;ES24;ES241;2020;NO2;WHO_2021_AQG_Scen_Base;230284;1061;4.3;9.6
Spain;ES24;ES242;2020;NO2;WHO_2021_AQG_Scen_Base;145397;676;3.6;7.6
Spain;ES24;ES243;2020;PM10;WHO_2021_AQG_Scen_Base;998632;947;12.5;16.8
Spain;ES24;ES241;2020;PM10;WHO_2021_AQG_Scen_Base;230284;1061;9.9;14.9
Spain;ES24;ES242;2020;PM10;WHO_2021_AQG_Scen_Base;145397;676;9.4;12.6
Germany;DEA5;DEA5C;2018;NO2;WHO_2021_AQG_Scen_Base;409407;517;16.7;20.8
Germany;DEA5;DEA58;2018;NO2;WHO_2021_AQG_Scen_Base;440416;921;12.4;17.3
Germany;DEA5;DEA59;2018;NO2;WHO_2021_AQG_Scen_Base;140946;489;10.8;15.8
Germany;DEA5;DEA5A;2018;NO2;WHO_2021_AQG_Scen_Base;285765;678;11.5;18.1
Germany;DEA5;DEA5B;2018;NO2;WHO_2021_AQG_Scen_Base;306652;941;12.7;16.5
Germany;DEA5;DEA53;2018;NO2;WHO_2021_AQG_Scen_Base;194300;154;16.0;21.5
Germany;DEA5;DEA54;2018;NO2;WHO_2021_AQG_Scen_Base;182880;220;16.0;20.3
Germany;DEA5;DEA55;2018;NO2;WHO_2021_AQG_Scen_Base;159183;51;25.4;26.4
Germany;DEA5;DEA56;2018;NO2;WHO_2021_AQG_Scen_Base;337430;405;16.2;20.6
Germany;DEA5;DEA57;2018;NO2;WHO_2021_AQG_Scen_Base;275992;1058;9.7;14.3
Germany;DEA5;DEA51;2018;NO2;WHO_2021_AQG_Scen_Base;374871;143;23.8;25.3
Germany;DEA5;DEA52;2018;NO2;WHO_2021_AQG_Scen_Base;585579;271;21.4;24.1
Germany;DEA5;DEA51;2018;O3;WHO_2021_AQG_Scen_Base;374871;143;5066.1;5054.7
Germany;DEA5;DEA52;2018;O3;WHO_2021_AQG_Scen_Base;585579;271;5124.4;5121.3
Germany;DEA5;DEA58;2018;O3;WHO_2021_AQG_Scen_Base;440416;921;5752.3;5577.7
Germany;DEA5;DEA59;2018;O3;WHO_2021_AQG_Scen_Base;140946;489;6025.5;5670.4
Germany;DEA5;DEA5A;2018;O3;WHO_2021_AQG_Scen_Base;285765;678;6306.6;5699.7
Germany;DEA5;DEA5B;2018;O3;WHO_2021_AQG_Scen_Base;306652;941;5496.0;5375.8
Germany;DEA5;DEA55;2018;O3;WHO_2021_AQG_Scen_Base;159183;51;4869.6;4854.7
Germany;DEA5;DEA56;2018;O3;WHO_2021_AQG_Scen_Base;337430;405;5314.0;5258.4
Germany;DEA5;DEA57;2018;O3;WHO_2021_AQG_Scen_Base;275992;1058;6206.1;5796.5
Germany;DEA5;DEA53;2018;O3;WHO_2021_AQG_Scen_Base;194300;154;5436.3;5369.9
Germany;DEA5;DEA54;2018;O3;WHO_2021_AQG_Scen_Base;182880;220;5247.5;5227.7
Germany;DEA5;DEA5C;2018;O3;WHO_2021_AQG_Scen_Base;409407;517;5221.1;5157.3
Germany;DEA5;DEA53;2018;PM10;WHO_2021_AQG_Scen_Base;194300;154;16.0;17.2
Germany;DEA5;DEA54;2018;PM10;WHO_2021_AQG_Scen_Base;182880;219;18.3;18.7
Germany;DEA5;DEA5C;2018;PM10;WHO_2021_AQG_Scen_Base;409407;517;18.0;18.5
Germany;DEA5;DEA58;2018;PM10;WHO_2021_AQG_Scen_Base;440416;921;14.6;16.3
Germany;DEA5;DEA59;2018;PM10;WHO_2021_AQG_Scen_Base;140946;489;13.7;15.5
Germany;DEA5;DEA5A;2018;PM10;WHO_2021_AQG_Scen_Base;285765;678;13.7;16.0
Germany;DEA5;DEA5B;2018;PM10;WHO_2021_AQG_Scen_Base;306652;941;16.8;17.3
Germany;DEA5;DEA55;2018;PM10;WHO_2021_AQG_Scen_Base;159183;51;19.6;19.7
Germany;DEA5;DEA56;2018;PM10;WHO_2021_AQG_Scen_Base;337430;405;16.6;17.6
Germany;DEA5;DEA57;2018;PM10;WHO_2021_AQG_Scen_Base;275992;1058;13.6;15.4
Germany;DEA5;DEA51;2018;PM10;WHO_2021_AQG_Scen_Base;374871;143;18.7;18.8
Germany;DEA5;DEA52;2018;PM10;WHO_2021_AQG_Scen_Base;585579;271;18.2;18.5
Germany;DEA5;DEA58;2019;NO2;WHO_2021_AQG_Scen_Base;441623;921;10.4;14.6
Germany;DEA5;DEA59;2019;NO2;WHO_2021_AQG_Scen_Base;141333;489;9.9;14.6
Germany;DEA5;DEA5A;2019;NO2;WHO_2021_AQG_Scen_Base;286548;678;10.5;16.8
Germany;DEA5;DEA5B;2019;NO2;WHO_2021_AQG_Scen_Base;307492;941;11.3;14.8
Germany;DEA5;DEA52;2019;NO2;WHO_2021_AQG_Scen_Base;587183;271;19.8;22.3
Germany;DEA5;DEA53;2019;NO2;WHO_2021_AQG_Scen_Base;194832;154;13.4;18.8
Germany;DEA5;DEA54;2019;NO2;WHO_2021_AQG_Scen_Base;183381;220;14.8;18.9
Germany;DEA5;DEA55;2019;NO2;WHO_2021_AQG_Scen_Base;159620;51;23.4;24.3
Germany;DEA5;DEA56;2019;NO2;WHO_2021_AQG_Scen_Base;338354;405;13.8;18.1
Germany;DEA5;DEA57;2019;NO2;WHO_2021_AQG_Scen_Base;276748;1058;8.4;12.8
Germany;DEA5;DEA5C;2019;NO2;WHO_2021_AQG_Scen_Base;410529;517;15.1;19.0
Germany;DEA5;DEA51;2019;NO2;WHO_2021_AQG_Scen_Base;375898;143;21.4;22.8
Germany;DEA5;DEA52;2019;O3;WHO_2021_AQG_Scen_Base;587183;271;4160.5;4157.5
Germany;DEA5;DEA53;2019;O3;WHO_2021_AQG_Scen_Base;194832;154;4438.1;4343.9
Germany;DEA5;DEA54;2019;O3;WHO_2021_AQG_Scen_Base;183381;219;4196.7;4168.5
Germany;DEA5;DEA51;2019;O3;WHO_2021_AQG_Scen_Base;375898;143;4201.2;4196.1
Germany;DEA5;DEA55;2019;O3;WHO_2021_AQG_Scen_Base;159620;51;4033.5;4023.6
Germany;DEA5;DEA56;2019;O3;WHO_2021_AQG_Scen_Base;338354;405;4360.8;4296.0
Germany;DEA5;DEA57;2019;O3;WHO_2021_AQG_Scen_Base;276748;1058;5306.7;4809.9
Germany;DEA5;DEA5C;2019;O3;WHO_2021_AQG_Scen_Base;410529;517;4243.3;4175.9
Germany;DEA5;DEA58;2019;O3;WHO_2021_AQG_Scen_Base;441623;921;4813.3;4586.1
Germany;DEA5;DEA59;2019;O3;WHO_2021_AQG_Scen_Base;141333;489;5116.1;4779.0
Germany;DEA5;DEA5A;2019;O3;WHO_2021_AQG_Scen_Base;286548;678;5511.6;4987.9
Germany;DEA5;DEA5B;2019;O3;WHO_2021_AQG_Scen_Base;307492;941;4558.3;4341.0
Germany;DEA5;DEA55;2019;PM10;WHO_2021_AQG_Scen_Base;159620;51;16.9;17.0
Germany;DEA5;DEA56;2019;PM10;WHO_2021_AQG_Scen_Base;338354;405;14.3;15.2
Germany;DEA5;DEA57;2019;PM10;WHO_2021_AQG_Scen_Base;276748;1058;11.4;12.7
Germany;DEA5;DEA58;2019;PM10;WHO_2021_AQG_Scen_Base;441623;921;12.6;13.7
Germany;DEA5;DEA59;2019;PM10;WHO_2021_AQG_Scen_Base;141333;489;11.9;13.2
Germany;DEA5;DEA5A;2019;PM10;WHO_2021_AQG_Scen_Base;286548;678;11.9;13.9
Germany;DEA5;DEA5B;2019;PM10;WHO_2021_AQG_Scen_Base;307492;941;13.9;14.2
Germany;DEA5;DEA51;2019;PM10;WHO_2021_AQG_Scen_Base;375898;143;16.0;16.2
Germany;DEA5;DEA52;2019;PM10;WHO_2021_AQG_Scen_Base;587183;271;15.7;16.0
Germany;DEA5;DEA53;2019;PM10;WHO_2021_AQG_Scen_Base;194832;154;13.9;14.9
Germany;DEA5;DEA54;2019;PM10;WHO_2021_AQG_Scen_Base;183381;220;15.1;15.5
Germany;DEA5;DEA5C;2019;PM10;WHO_2021_AQG_Scen_Base;410529;517;15.1;15.6
Germany;DEA5;DEA51;2019;PM2.5;WHO_2021_AQG_Scen_Base;375898;143;10.7;10.7
Germany;DEA5;DEA55;2019;PM2.5;WHO_2021_AQG_Scen_Base;159620;51;11.2;11.2
Germany;DEA5;DEA56;2019;PM2.5;WHO_2021_AQG_Scen_Base;338354;405;9.7;10.1
Germany;DEA5;DEA57;2019;PM2.5;WHO_2021_AQG_Scen_Base;276748;1058;7.6;8.5
Germany;DEA5;DEA52;2019;PM2.5;WHO_2021_AQG_Scen_Base;587183;271;10.6;10.7
Germany;DEA5;DEA53;2019;PM2.5;WHO_2021_AQG_Scen_Base;194832;154;9.5;10.0
Germany;DEA5;DEA54;2019;PM2.5;WHO_2021_AQG_Scen_Base;183381;220;10.2;10.3
Germany;DEA5;DEA58;2019;PM2.5;WHO_2021_AQG_Scen_Base;441623;921;8.5;9.3
Germany;DEA5;DEA59;2019;PM2.5;WHO_2021_AQG_Scen_Base;141333;489;8.0;9.0
Germany;DEA5;DEA5A;2019;PM2.5;WHO_2021_AQG_Scen_Base;286548;678;8.0;9.4
Germany;DEA5;DEA5B;2019;PM2.5;WHO_2021_AQG_Scen_Base;307492;941;9.2;9.4
Germany;DEA5;DEA5C;2019;PM2.5;WHO_2021_AQG_Scen_Base;410529;517;10.2;10.5
Germany;DEA5;DEA52;2020;PM2.5;WHO_2021_AQG_Scen_Base;588225;271;9.1;9.3
Germany;DEA5;DEA53;2020;PM2.5;WHO_2021_AQG_Scen_Base;195179;154;8.1;8.6
Germany;DEA5;DEA54;2020;PM2.5;WHO_2021_AQG_Scen_Base;183707;219;8.9;9.1
Germany;DEA5;DEA51;2020;PM2.5;WHO_2021_AQG_Scen_Base;376565;143;9.4;9.5
Germany;DEA5;DEA55;2020;PM2.5;WHO_2021_AQG_Scen_Base;159904;51;9.8;9.9
Germany;DEA5;DEA56;2020;PM2.5;WHO_2021_AQG_Scen_Base;338955;405;8.4;8.9
Germany;DEA5;DEA57;2020;PM2.5;WHO_2021_AQG_Scen_Base;277241;1058;6.9;7.6
Germany;DEA5;DEA58;2020;PM2.5;WHO_2021_AQG_Scen_Base;442407;921;7.5;8.2
Germany;DEA5;DEA59;2020;PM2.5;WHO_2021_AQG_Scen_Base;141584;489;7.1;7.9
Germany;DEA5;DEA5A;2020;PM2.5;WHO_2021_AQG_Scen_Base;287058;678;7.0;8.0
Germany;DEA5;DEA5B;2020;PM2.5;WHO_2021_AQG_Scen_Base;308038;941;8.1;8.3
Germany;DEA5;DEA5C;2020;PM2.5;WHO_2021_AQG_Scen_Base;411258;517;8.8;9.1
France;FRK1;FRK12;2018;NO2;WHO_2021_AQG_Scen_Base;154293;3836;3.7;6.9
France;FRK1;FRK13;2018;NO2;WHO_2021_AQG_Scen_Base;232755;3641;4.4;8.8
France;FRK1;FRK14;2018;NO2;WHO_2021_AQG_Scen_Base;657627;5950;4.8;12.6
France;FRK1;FRK11;2018;NO2;WHO_2021_AQG_Scen_Base;356310;6051;5.6;10.0
France;FRK1;FRK11;2019;O3;WHO_2021_AQG_Scen_Base;357116;6051;5975.8;5722.9
France;FRK1;FRK12;2019;O3;WHO_2021_AQG_Scen_Base;154642;3836;6755.0;6236.9
France;FRK1;FRK13;2019;O3;WHO_2021_AQG_Scen_Base;233280;3641;7248.7;6721.0
France;FRK1;FRK14;2019;O3;WHO_2021_AQG_Scen_Base;659113;5950;6724.8;6064.6
France;FRK1;FRK12;2019;PM10;WHO_2021_AQG_Scen_Base;154642;3836;8.9;10.3
France;FRK1;FRK13;2019;PM10;WHO_2021_AQG_Scen_Base;233280;3641;9.0;10.8
France;FRK1;FRK14;2019;PM10;WHO_2021_AQG_Scen_Base;659113;5950;9.8;12.5
France;FRK1;FRK11;2019;PM10;WHO_2021_AQG_Scen_Base;357116;6051;11.7;12.7
France;FRK1;FRK11;2019;PM2.5;WHO_2021_AQG_Scen_Base;357116;6051;6.6;7.3
France;FRK1;FRK12;2019;PM2.5;WHO_2021_AQG_Scen_Base;154642;3836;4.6;5.6
France;FRK1;FRK13;2019;PM2.5;WHO_2021_AQG_Scen_Base;233280;3641;4.9;6.1
France;FRK1;FRK14;2019;PM2.5;WHO_2021_AQG_Scen_Base;659113;5950;5.4;7.3
France;FRK1;FRK11;2020;PM10;WHO_2021_AQG_Scen_Base;357873;6051;10.8;11.6
France;FRK1;FRK12;2020;PM10;WHO_2021_AQG_Scen_Base;154970;3836;8.2;9.1
France;FRK1;FRK13;2020;PM10;WHO_2021_AQG_Scen_Base;233776;3641;8.4;9.9
France;FRK1;FRK14;2020;PM10;WHO_2021_AQG_Scen_Base;660511;5950;9.1;11.7
France;FRK1;FRK11;2020;PM2.5;WHO_2021_AQG_Scen_Base;357873;6051;6.3;6.9
France;FRK1;FRK12;2020;PM2.5;WHO_2021_AQG_Scen_Base;154970;3836;4.6;5.3
France;FRK1;FRK13;2020;PM2.5;WHO_2021_AQG_Scen_Base;233776;3641;4.8;5.8
France;FRK1;FRK14;2020;PM2.5;WHO_2021_AQG_Scen_Base;660511;5950;5.3;7.0
France;FRD1;FRD11;2020;PM10;WHO_2021_AQG_Scen_Base;703943;5030;13.1;14.4
France;FRD1;FRD12;2020;PM10;WHO_2021_AQG_Scen_Base;509091;5733;12.7;14.2
France;FRD1;FRD13;2020;PM10;WHO_2021_AQG_Scen_Base;303679;5486;12.2;13.0
Germany;DE30;DE300;2018;O3;WHO_2021_AQG_Scen_Base;3377602;801;5334.4;5136.7
Germany;DE30;DE300;2019;NO2;WHO_2021_AQG_Scen_Base;3386854;801;18.1;22.0
Germany;DE30;DE300;2020;NO2;WHO_2021_AQG_Scen_Base;3392871;801;15.1;18.5
France;FRC1;FRC12;2018;O3;WHO_2021_AQG_Scen_Base;227258;4251;5931.4;5869.5
France;FRC1;FRC13;2018;O3;WHO_2021_AQG_Scen_Base;575433;6848;6428.3;6443.4
France;FRC1;FRC14;2018;O3;WHO_2021_AQG_Scen_Base;355971;3910;5742.6;5723.4
France;FRC1;FRC11;2018;O3;WHO_2021_AQG_Scen_Base;545347;3358;6159.6;6154.7
France;FRC1;FRC12;2019;PM2.5;WHO_2021_AQG_Scen_Base;227772;4251;6.5;7.1
France;FRC1;FRC13;2019;PM2.5;WHO_2021_AQG_Scen_Base;576733;6848;7.4;8.1
France;FRC1;FRC14;2019;PM2.5;WHO_2021_AQG_Scen_Base;356775;3910;6.9;7.8
France;FRC1;FRC11;2019;PM2.5;WHO_2021_AQG_Scen_Base;546579;3358;6.9;7.8
France;FRC1;FRC12;2020;NO2;WHO_2021_AQG_Scen_Base;228255;4251;3.7;6.4
France;FRC1;FRC13;2020;NO2;WHO_2021_AQG_Scen_Base;577957;6848;5.3;10.0
France;FRC1;FRC14;2020;NO2;WHO_2021_AQG_Scen_Base;357533;3910;4.2;6.8
France;FRC1;FRC11;2020;NO2;WHO_2021_AQG_Scen_Base;547740;3358;4.9;10.5
France;FRC1;FRC11;2020;O3;WHO_2021_AQG_Scen_Base;547740;3358;4766.4;4675.9
France;FRC1;FRC12;2020;O3;WHO_2021_AQG_Scen_Base;228255;4251;4439.9;4299.3
France;FRC1;FRC13;2020;O3;WHO_2021_AQG_Scen_Base;577957;6848;4752.1;4721.2
France;FRC1;FRC14;2020;O3;WHO_2021_AQG_Scen_Base;357533;3910;4478.6;4451.1
Germany;DE40;DE406;2018;NO2;WHO_2021_AQG_Scen_Base;176423;905;9.2;13.2
Germany;DE40;DE407;2018;NO2;WHO_2021_AQG_Scen_Base;114792;738;9.4;12.0
Germany;DE40;DE408;2018;NO2;WHO_2021_AQG_Scen_Base;158304;654;9.4;13.3
Germany;DE40;DE409;2018;NO2;WHO_2021_AQG_Scen_Base;197385;1177;9.1;12.8
Germany;DE40;DE403;2018;NO2;WHO_2021_AQG_Scen_Base;59861;76;10.4;14.9
Germany;DE40;DE404;2018;NO2;WHO_2021_AQG_Scen_Base;159285;133;13.0;17.3
Germany;DE40;DE405;2018;NO2;WHO_2021_AQG_Scen_Base;182855;644;9.2;13.3
Germany;DE40;DE401;2018;NO2;WHO_2021_AQG_Scen_Base;74672;130;10.3;14.2
Germany;DE40;DE402;2018;NO2;WHO_2021_AQG_Scen_Base;103178;109;11.1;15.4
Germany;DE40;DE40H;2018;NO2;WHO_2021_AQG_Scen_Base;170332;738;9.6;13.0
Germany;DE40;DE40I;2018;NO2;WHO_2021_AQG_Scen_Base;129181;1214;7.4;10.9
Germany;DE40;DE40D;2018;NO2;WHO_2021_AQG_Scen_Base;103404;841;7.8;10.8
Germany;DE40;DE40E;2018;NO2;WHO_2021_AQG_Scen_Base;211677;956;9.3;13.4
Germany;DE40;DE40F;2018;NO2;WHO_2021_AQG_Scen_Base;82733;850;7.3;10.0
Germany;DE40;DE40G;2018;NO2;WHO_2021_AQG_Scen_Base;124679;758;8.4;11.6
Germany;DE40;DE40A;2018;NO2;WHO_2021_AQG_Scen_Base;209615;794;9.0;13.9
Germany;DE40;DE40B;2018;NO2;WHO_2021_AQG_Scen_Base;121919;526;9.2;12.5
Germany;DE40;DE40C;2018;NO2;WHO_2021_AQG_Scen_Base;179744;918;8.8;12.6
Germany;DE40;DE401;2018;O3;WHO_2021_AQG_Scen_Base;74672;130;6160.7;5868.5
Germany;DE40;DE402;2018;O3;WHO_2021_AQG_Scen_Base;103178;109;6508.4;6237.5
